concept_id,entry_id,id,lemma,main_word,meaning,name,part_of_speech,poses,synset_id,synt_type
112052,154693,112052-V-154693,СЫМПРОВИЗИРОВАТЬ,,1,СЫМПРОВИЗИРОВАТЬ,V,,112052-V,V
8224,187521,8224-V-187521,ОКСИДИРОВАТЬ,,1,ОКСИДИРОВАТЬ,V,,8224-V,V
8224,187506,8224-V-187506,ОКИСЛЯТЬСЯ,,1,ОКИСЛЯТЬСЯ,V,,8224-V,V
8224,187505,8224-V-187505,ОКИСЛЯТЬ,,1,ОКИСЛЯТЬ,V,,8224-V,V
8224,108033,8224-V-108033,ОКИСЛИТЬСЯ,,1,ОКИСЛИТЬСЯ,V,,8224-V,V
8224,108032,8224-V-108032,ОКИСЛИТЬ,,1,ОКИСЛИТЬ,V,,8224-V,V
117843,149176,117843-V-149176,ПРИЖАТЬСЯ,,1,ПРИЖАТЬСЯ,V,,117843-V,V
117843,137541,117843-V-137541,ЖАТЬСЯ,,3,ЖАТЬСЯ,V,,117843-V,V
117843,149337,117843-V-149337,ПРИНИКАТЬ,,1,ПРИНИКАТЬ,V,,117843-V,V
117843,176234,117843-V-176234,ПРИПАСТЬ,,1,ПРИПАСТЬ,V,,117843-V,V
117843,176235,117843-V-176235,ПРИПАДАТЬ,,1,ПРИПАДАТЬ,V,,117843-V,V
117843,149338,117843-V-149338,ПРИНИКНУТЬ,,1,ПРИНИКНУТЬ,V,,117843-V,V
117843,149179,117843-V-149179,ПРИЖИМАТЬСЯ,,1,ПРИЖИМАТЬСЯ,V,,117843-V,V
149675,727775,149675-V-727775,СОБИРАТЬ ДОЛГ,СОБИРАТЬ,1,СОБИРАТЬ ДОЛГИ,V,V N,149675-V,VG
111844,140221,111844-V-140221,КОВАТЬ,,3,КОВАТЬ,V,,111844-V,V
112145,178017,112145-V-178017,СТАВИТЬ ТОЧКА,СТАВИТЬ,1,СТАВИТЬ ТОЧКУ,V,V N,112145-V,VG
112145,137007,112145-V-137007,ДОВЕРШАТЬ,,1,ДОВЕРШАТЬ,V,,112145-V,V
112145,737364,112145-V-737364,ЗАВЕРШИТЬ ДО КОНЕЦ,ЗАВЕРШИТЬ,1,ЗАВЕРШИТЬ ДО КОНЦА,V,V Prep N,112145-V,VG
112145,137009,112145-V-137009,ДОВЕРШИТЬ,,1,ДОВЕРШИТЬ,V,,112145-V,V
112145,137980,112145-V-137980,ЗАКАНЧИВАТЬ,,3,ЗАКАНЧИВАТЬ,V,,112145-V,V
112145,140593,112145-V-140593,КОНЧАТЬ,,4,КОНЧАТЬ,V,,112145-V,V
112145,756016,112145-V-756016,ПОСТАВИТЬ ЖИРНЫЙ ТОЧКА,ПОСТАВИТЬ,1,ПОСТАВИТЬ ЖИРНУЮ ТОЧКУ,V,V Adj N,112145-V,VG
112145,755715,112145-V-755715,ПОСТАВИТЬ ОКОНЧАТЕЛЬНЫЙ ТОЧКА,ПОСТАВИТЬ,1,ПОСТАВИТЬ ОКОНЧАТЕЛЬНУЮ ТОЧКУ,V,V Adj N,112145-V,VG
112145,171711,112145-V-171711,ПОСТАВИТЬ ТОЧКА,ПОСТАВИТЬ,1,ПОСТАВИТЬ ТОЧКУ,V,V N,112145-V,VG
112145,140595,112145-V-140595,КОНЧИТЬ,,4,КОНЧИТЬ,V,,112145-V,V
112145,144641,112145-V-144641,ОКАНЧИВАТЬ,,2,ОКАНЧИВАТЬ,V,,112145-V,V
112145,144680,112145-V-144680,ОКОНЧИТЬ,,2,ОКОНЧИТЬ,V,,112145-V,V
112145,756017,112145-V-756017,СТАВИТЬ ЖИРНЫЙ ТОЧКА,СТАВИТЬ,1,СТАВИТЬ ЖИРНУЮ ТОЧКУ,V,V Adj N,112145-V,VG
112145,145323,112145-V-145323,ОТГОВОРИТЬ,,2,ОТГОВОРИТЬ,V,,112145-V,V
112145,171712,112145-V-171712,ПОДВЕСТИ ЧЕРТА,ПОДВЕСТИ,1,ПОДВЕСТИ ЧЕРТУ,V,V N,112145-V,VG
112145,138044,112145-V-138044,ЗАКОНЧИТЬ,,3,ЗАКОНЧИТЬ,V,,112145-V,V
112145,137767,112145-V-137767,ЗАВЕРШИТЬ,,1,ЗАВЕРШИТЬ,V,,112145-V,V
112145,737365,112145-V-737365,ЗАВЕРШАТЬ ДО КОНЕЦ,ЗАВЕРШАТЬ,1,ЗАВЕРШАТЬ ДО КОНЦА,V,V Prep N,112145-V,VG
112145,137091,112145-V-137091,ДОКОНЧИТЬ,,1,ДОКОНЧИТЬ,V,,112145-V,V
112145,137764,112145-V-137764,ЗАВЕРШАТЬ,,1,ЗАВЕРШАТЬ,V,,112145-V,V
112145,178016,112145-V-178016,ПОДВОДИТЬ ЧЕРТА,ПОДВОДИТЬ,1,ПОДВОДИТЬ ЧЕРТУ,V,V N,112145-V,VG
112145,137082,112145-V-137082,ДОКАНЧИВАТЬ,,1,ДОКАНЧИВАТЬ,V,,112145-V,V
112145,178018,112145-V-178018,ДОВОДИТЬ ДО КОНЕЦ,ДОВОДИТЬ,1,ДОВОДИТЬ ДО КОНЦА,V,V Prep N,112145-V,VG
112145,755714,112145-V-755714,СТАВИТЬ ОКОНЧАТЕЛЬНЫЙ ТОЧКА,СТАВИТЬ,1,СТАВИТЬ ОКОНЧАТЕЛЬНУЮ ТОЧКУ,V,V Adj N,112145-V,VG
112145,171710,112145-V-171710,ДОВЕСТИ ДО КОНЕЦ,ДОВЕСТИ,1,ДОВЕСТИ ДО КОНЦА,V,V Prep N,112145-V,VG
120919,163083,120919-V-163083,ВЗМЕТЫВАТЬСЯ,,1,ВЗМЕТЫВАТЬСЯ,V,,120919-V,V
120919,163082,120919-V-163082,ВЗМЕТНУТЬСЯ,,2,ВЗМЕТНУТЬСЯ,V,,120919-V,V
114818,146417,114818-V-146417,ПЕРЕГОРАТЬ,,2,ПЕРЕГОРАТЬ,V,,114818-V,V
114818,146418,114818-V-146418,ПЕРЕГОРЕТЬ,,2,ПЕРЕГОРЕТЬ,V,,114818-V,V
114818,197278,114818-V-197278,ДОГНИВАТЬ,,1,ДОГНИВАТЬ,V,,114818-V,V
114818,197277,114818-V-197277,ДОГНИТЬ,,1,ДОГНИТЬ,V,,114818-V,V
114818,146395,114818-V-146395,ПЕРЕГНИВАТЬ,,1,ПЕРЕГНИВАТЬ,V,,114818-V,V
114818,146396,114818-V-146396,ПЕРЕГНИТЬ,,1,ПЕРЕГНИТЬ,V,,114818-V,V
139471,760032,139471-V-760032,СТЫНУТЬ КРОВЬ,СТЫНУТЬ,1,СТЫНЕТ КРОВЬ,V,V N,139471-V,VG
139471,735464,139471-V-735464,ПРИХОДИТЬ В УЖАС,ПРИХОДИТЬ,2,ПРИХОДИТЬ В УЖАС,V,V Prep N,139471-V,VG
139471,207379,139471-V-207379,УЖАСАТЬСЯ,,2,УЖАСАТЬСЯ,V,,139471-V,V
139471,760031,139471-V-760031,СТЫНУТЬ КРОВЬ В ЖИЛА,СТЫНУТЬ,1,СТЫНЕТ КРОВЬ В ЖИЛАХ,V,V N Prep N,139471-V,VG
139471,735463,139471-V-735463,ПРИЙТИ В УЖАС,ПРИЙТИ,2,ПРИЙТИ В УЖАС,V,V Prep N,139471-V,VG
139471,207378,139471-V-207378,УЖАСНУТЬСЯ,,2,УЖАСНУТЬСЯ,V,,139471-V,V
111658,150301,111658-V-150301,ПРОСЫПАТЬ,,2,ПРОСЫПАТЬ,V,,111658-V,V
111658,148546,111658-V-148546,ПОСЫПАТЬ,,1,ПОСЫПАТЬ,V,,111658-V,V
116297,187537,116297-V-187537,ОПАМЯТОВАТЬСЯ,,1,ОПАМЯТОВАТЬСЯ,V,,116297-V,V
116297,159647,116297-V-159647,ОПОМНИТЬСЯ,,2,ОПОМНИТЬСЯ,V,,116297-V,V
116297,144584,116297-V-144584,ОДУМЫВАТЬСЯ,,1,ОДУМЫВАТЬСЯ,V,,116297-V,V
116297,144582,116297-V-144582,ОДУМАТЬСЯ,,2,ОДУМАТЬСЯ,V,,116297-V,V
108856,747018,108856-V-747018,НАДЕВАТЬСЯ,,2,НАДЕВАТЬСЯ,V,,108856-V,V
108856,142817,108856-V-142817,НАДЕТЬ,,2,НАДЕТЬ,V,,108856-V,V
108856,142814,108856-V-142814,НАДЕВАТЬ,,2,НАДЕВАТЬ,V,,108856-V,V
108856,144555,108856-V-144555,ОДЕВАТЬ,,3,ОДЕВАТЬ,V,,108856-V,V
108856,144560,108856-V-144560,ОДЕТЬ,,3,ОДЕТЬ,V,,108856-V,V
116174,153217,116174-V-153217,СЛОЖИТЬ,,5,СЛОЖИТЬ,V,,116174-V,V
116174,135375,116174-V-135375,ВЫКЛАДЫВАТЬ,,4,ВЫКЛАДЫВАТЬ,V,,116174-V,V
116174,135460,116174-V-135460,ВЫЛОЖИТЬ,,4,ВЫЛОЖИТЬ,V,,116174-V,V
116174,140094,116174-V-140094,КЛАСТЬ,,5,КЛАСТЬ,V,,116174-V,V
122183,711183,122183-V-711183,СФОЛИТЬ,,1,СФОЛИТЬ,V,,122183-V,V
122183,711182,122183-V-711182,ФОЛИТЬ,,1,ФОЛИТЬ,V,,122183-V,V
114880,107734,114880-V-107734,ОБВЕСИТЬ,,2,ОБВЕСИТЬ,V,,114880-V,V
114880,143856,114880-V-143856,ОБВЕШИВАТЬ,,2,ОБВЕШИВАТЬ,V,,114880-V,V
114880,198236,114880-V-198236,НЕДОВЕШИВАТЬ,,1,НЕДОВЕШИВАТЬ,V,,114880-V,V
114880,198235,114880-V-198235,НЕДОВЕСИТЬ,,1,НЕДОВЕСИТЬ,V,,114880-V,V
127617,175385,127617-V-175385,ПОСТАВИТЬ ПОДНОЖКА,ПОСТАВИТЬ,1,ПОСТАВИТЬ ПОДНОЖКУ,V,V N,127617-V,VG
127617,175386,127617-V-175386,ПОДСТАВИТЬ ПОДНОЖКА,ПОДСТАВИТЬ,1,ПОДСТАВИТЬ ПОДНОЖКУ,V,V N,127617-V,VG
133476,166841,133476-V-166841,ОТЗЫВАТЬ,,3,ОТЗЫВАТЬ,V,,133476-V,V
133476,742187,133476-V-742187,ОТОЗВАТЬ В СТОРОНА,ОТОЗВАТЬ,1,ОТОЗВАТЬ В СТОРОНУ,V,V Prep N,133476-V,VG
133476,742188,133476-V-742188,ОТЗЫВАТЬ В СТОРОНА,ОТЗЫВАТЬ,1,ОТЗЫВАТЬ В СТОРОНУ,V,V Prep N,133476-V,VG
133476,166840,133476-V-166840,ОТОЗВАТЬ,,3,ОТОЗВАТЬ,V,,133476-V,V
120065,190948,120065-V-190948,РАСШИБАТЬСЯ,,2,РАСШИБАТЬСЯ,V,,120065-V,V
120065,150690,120065-V-150690,РАЗБИВАТЬСЯ,,4,РАЗБИВАТЬСЯ,V,,120065-V,V
120065,190947,120065-V-190947,РАСШИБИТЬСЯ,,2,РАСШИБИТЬСЯ,V,,120065-V,V
120065,150697,120065-V-150697,РАЗБИТЬСЯ,,4,РАЗБИТЬСЯ,V,,120065-V,V
153392,748365,153392-V-748365,ПОВТОРИТЬ СКАЗАННЫЙ,ПОВТОРИТЬ,1,ПОВТОРИТЬ СКАЗАННОЕ,V,V V,153392-V,VG
153392,748366,153392-V-748366,ПОВТОРИТЬ УЖЕ СКАЗАННЫЙ,ПОВТОРИТЬ,1,ПОВТОРИТЬ УЖЕ СКАЗАННОЕ,V,V Prtc V,153392-V,VG
153392,147328,153392-V-147328,ПОВТОРИТЬСЯ,,3,ПОВТОРИТЬСЯ,V,,153392-V,V
153392,147330,153392-V-147330,ПОВТОРЯТЬСЯ,,3,ПОВТОРЯТЬСЯ,V,,153392-V,V
153392,745356,153392-V-745356,СКАЗАТЬ ЕЩЕ РАЗ,СКАЗАТЬ,1,СКАЗАТЬ ЕЩЕ РАЗ,V,V Prtc Conj,153392-V,VG
153392,745357,153392-V-745357,ГОВОРИТЬ ЕЩЕ РАЗ,ГОВОРИТЬ,1,ГОВОРИТЬ ЕЩЕ РАЗ,V,V Prtc Conj,153392-V,VG
153392,748367,153392-V-748367,ПОВТОРИТЬ РАНЕЕ СКАЗАННЫЙ,ПОВТОРИТЬ,1,ПОВТОРИТЬ РАНЕЕ СКАЗАННОЕ,V,V Adv V,153392-V,VG
131622,137931,131622-V-137931,ЗАЕЗЖАТЬ,,5,ЗАЕЗЖАТЬ,V,,131622-V,V
131622,728688,131622-V-728688,ЗАЕХАТЬ ЧТОБЫ ЗАБРАТЬ,ЗАЕХАТЬ,1,"ЗАЕХАТЬ, ЧТОБЫ ЗАБРАТЬ",V,V Conj V,131622-V,VG
131622,756049,131622-V-756049,ЗАЕХАТЬ И ЗАБРАТЬ,ЗАЕХАТЬ,1,ЗАЕХАТЬ И ЗАБРАТЬ,V,V Conj V,131622-V,VG
131622,137934,131622-V-137934,ЗАЕХАТЬ,,6,ЗАЕХАТЬ,V,,131622-V,V
117080,176888,117080-V-176888,РАЗБИТЬ ПАРАЛИЧ,РАЗБИТЬ,1,РАЗБИТЬ ПАРАЛИЧОМ,V,V N,117080-V,VG
117080,146129,117080-V-146129,ПАРАЛИЗОВАТЬ,,2,ПАРАЛИЗОВАТЬ,V,,117080-V,V
117080,198506,117080-V-198506,ПАРАЛИЗОВЫВАТЬ,,2,ПАРАЛИЗОВЫВАТЬ,V,,117080-V,V
123789,738063,123789-V-738063,ИМЕТЬ ВОЗМОЖНОСТЬ,ИМЕТЬ,1,ИМЕТЬ ВОЗМОЖНОСТЬ,V,V N,123789-V,VG
123789,178616,123789-V-178616,СУМЕТЬ,,1,СУМЕТЬ,V,,123789-V,V
123789,167286,123789-V-167286,СМОЧЬ,,1,СМОЧЬ,V,,123789-V,V
123789,167285,123789-V-167285,МОЧЬ,,1,МОЧЬ,V,,123789-V,V
116684,189206,116684-V-189206,ПОЛЮБИТЬСЯ,,1,ПОЛЮБИТЬСЯ,V,,116684-V,V
116684,744862,116684-V-744862,ЖАЛОВАТЬ,,1,ЖАЛОВАТЬ,V,,116684-V,V
116684,141758,116684-V-141758,ЛЮБИТЬ,,2,ЛЮБИТЬ,V,,116684-V,V
116684,756349,116684-V-756349,ПРИЙТИСЬ ПО ДУША,ПРИЙТИСЬ,1,ПРИЙТИСЬ ПО ДУШЕ,V,V Prep N,116684-V,VG
116684,755978,116684-V-755978,ПРИХОДИТЬСЯ ПО ВКУС,ПРИХОДИТЬСЯ,1,ПРИХОДИТЬСЯ ПО ВКУСУ,V,V Prep N,116684-V,VG
116684,762693,116684-V-762693,ПРИЙТИСЬ ПО НРАВ,ПРИЙТИСЬ,1,ПРИЙТИСЬ ПО НРАВУ,V,V Prep N,116684-V,VG
116684,756350,116684-V-756350,ПРИХОДИТЬСЯ ПО ДУША,ПРИХОДИТЬСЯ,1,ПРИХОДИТЬСЯ ПО ДУШЕ,V,V Prep N,116684-V,VG
116684,214458,116684-V-214458,СНИСКАТЬ ЛЮБОВЬ,СНИСКАТЬ,1,СНИСКАТЬ ЛЮБОВЬ,V,V N,116684-V,VG
116684,178005,116684-V-178005,ПОЛЮБИТЬ,,2,ПОЛЮБИТЬ,V,,116684-V,V
116684,180183,116684-V-180183,ПРИЙТИСЬ ПО ВКУС,ПРИЙТИСЬ,1,ПРИЙТИСЬ ПО ВКУСУ,V,V Prep N,116684-V,VG
116684,750655,116684-V-750655,ГЛЯНУТЬСЯ,,1,ГЛЯНУТЬСЯ,V,,116684-V,V
116684,143809,116684-V-143809,НРАВИТЬСЯ,,1,НРАВИТЬСЯ,V,,116684-V,V
116684,148246,116684-V-148246,ПОНРАВИТЬСЯ,,1,ПОНРАВИТЬСЯ,V,,116684-V,V
113853,139118,113853-V-139118,ИЗОЛИРОВАТЬ,,2,ИЗОЛИРОВАТЬ,V,,113853-V,V
113853,736107,113853-V-736107,ИЗОЛИРОВАТЬ ОТ ДРУГОЙ ЧЕЛОВЕК,ИЗОЛИРОВАТЬ,1,ИЗОЛИРОВАТЬ ОТ ДРУГИХ ЛЮДЕЙ,V,V Prep Pron N,113853-V,VG
113853,736106,113853-V-736106,ИЗОЛИРОВАТЬ ОТ ЧЕЛОВЕК,ИЗОЛИРОВАТЬ,1,ИЗОЛИРОВАТЬ ОТ ЛЮДЕЙ,V,V Prep N,113853-V,VG
113853,720571,113853-V-720571,ИЗОЛИРОВАТЬ ОТ ДРУГОЙ,ИЗОЛИРОВАТЬ,1,ИЗОЛИРОВАТЬ ОТ ДРУГИХ,V,V Prep Pron,113853-V,VG
127249,174553,127249-V-174553,ОГЛУШАТЬ,,1,ОГЛУШАТЬ,V,,127249-V,V
127249,174552,127249-V-174552,ОГЛУШИТЬ,,2,ОГЛУШИТЬ,V,,127249-V,V
7329,202070,7329-V-202070,ПОХИЩАТЬ ЛЮДЕЙ,ПОХИЩАТЬ,1,ПОХИЩАТЬ ЛЮДЕЙ,V,V N,7329-V,VG
121499,164567,121499-V-164567,АКТИВИЗИРОВАТЬ,,1,АКТИВИЗИРОВАТЬ,V,,121499-V,V
119676,160030,119676-V-160030,БОЛТАТЬСЯ,,2,БОЛТАТЬСЯ,V,,119676-V,V
119676,722369,119676-V-722369,БОЛТАТЬСЯ ИЗ СТОРОНА В СТОРОНА,БОЛТАТЬСЯ,1,БОЛТАТЬСЯ ИЗ СТОРОНЫ В СТОРОНУ,V,V Prep N Prep N,119676-V,VG
119676,182198,119676-V-182198,ЗАБОЛТАТЬСЯ,,1,ЗАБОЛТАТЬСЯ,V,,119676-V,V
119676,208009,119676-V-208009,МОТАТЬСЯ,,2,МОТАТЬСЯ,V,,119676-V,V
119676,722370,119676-V-722370,МОТАТЬСЯ ИЗ СТОРОНА В СТОРОНА,МОТАТЬСЯ,1,МОТАТЬСЯ ИЗ СТОРОНЫ В СТОРОНУ,V,V Prep N Prep N,119676-V,VG
119676,208010,119676-V-208010,МОТНУТЬСЯ,,1,МОТНУТЬСЯ,V,,119676-V,V
119676,743151,119676-V-743151,ПОБОЛТАТЬСЯ,,2,ПОБОЛТАТЬСЯ,V,,119676-V,V
136406,196790,136406-V-196790,ДЕМЕРКУРИЗИРОВАТЬ,,1,ДЕМЕРКУРИЗИРОВАТЬ,V,,136406-V,V
120255,200793,120255-V-200793,ДАВАТЬ ОПРЕДЕЛЕНИЕ,ДАВАТЬ,1,ДАВАТЬ ОПРЕДЕЛЕНИЕ,V,V N,120255-V,VG
120255,745990,120255-V-745990,ДАВАТЬСЯ ОПРЕДЕЛЕНИЕ,ДАВАТЬСЯ,1,ДАЕТСЯ ОПРЕДЕЛЕНИЕ,V,V N,120255-V,VG
120255,200792,120255-V-200792,ДАТЬ ОПРЕДЕЛЕНИЕ,ДАТЬ,1,ДАТЬ ОПРЕДЕЛЕНИЕ,V,V N,120255-V,VG
120255,144872,120255-V-144872,ОПРЕДЕЛИТЬ,,5,ОПРЕДЕЛИТЬ,V,,120255-V,V
120255,144874,120255-V-144874,ОПРЕДЕЛЯТЬ,,5,ОПРЕДЕЛЯТЬ,V,,120255-V,V
114831,730708,114831-V-730708,СТРЕЛЯТЬ ЗАЛП,СТРЕЛЯТЬ,1,СТРЕЛЯТЬ ЗАЛПОМ,V,V N,114831-V,VG
115653,146317,115653-V-146317,ПЕРЕБРАСЫВАТЬ,,4,ПЕРЕБРАСЫВАТЬ,V,,115653-V,V
115653,146516,115653-V-146516,ПЕРЕКИНУТЬ,,4,ПЕРЕКИНУТЬ,V,,115653-V,V
115653,146320,115653-V-146320,ПЕРЕБРОСИТЬ,,4,ПЕРЕБРОСИТЬ,V,,115653-V,V
115653,146515,115653-V-146515,ПЕРЕКИДЫВАТЬ,,4,ПЕРЕКИДЫВАТЬ,V,,115653-V,V
115653,188226,115653-V-188226,ПЕРЕБРАСЫВАТЬСЯ,,3,ПЕРЕБРАСЫВАТЬСЯ,V,,115653-V,V
117091,154936,117091-V-154936,ТЕРЕТЬСЯ,,1,ТЕРЕТЬСЯ,V,,117091-V,V
114709,203397,114709-V-203397,ПРОДЕГУСТИРОВАТЬ,,1,ПРОДЕГУСТИРОВАТЬ,V,,114709-V,V
114709,136688,114709-V-136688,ДЕГУСТИРОВАТЬ,,1,ДЕГУСТИРОВАТЬ,V,,114709-V,V
115987,145838,115987-V-145838,ОТЦЕПИТЬ,,1,ОТЦЕПИТЬ,V,,115987-V,V
115987,145841,115987-V-145841,ОТЦЕПЛЯТЬ,,1,ОТЦЕПЛЯТЬ,V,,115987-V,V
130334,180745,130334-V-180745,ВЧИТЫВАТЬСЯ,,1,ВЧИТЫВАТЬСЯ,V,,130334-V,V
130334,180744,130334-V-180744,ВЧИТАТЬСЯ,,1,ВЧИТАТЬСЯ,V,,130334-V,V
154042,753641,154042-V-753641,СТРЯСТИ ДЕНЬГИ,СТРЯСТИ,1,СТРЯСТИ ДЕНЬГИ,V,V N,154042-V,VG
154042,686806,154042-V-686806,СДИРАТЬ,,3,СДИРАТЬ,V,,154042-V,V
154042,753640,154042-V-753640,СДИРАТЬ ДЕНЬГИ,СДИРАТЬ,1,СДИРАТЬ ДЕНЬГИ,V,V N,154042-V,VG
154042,153550,154042-V-153550,СОДРАТЬ,,3,СОДРАТЬ,V,,154042-V,V
154042,745340,154042-V-745340,СОДРАТЬ ДЕНЬГИ,СОДРАТЬ,1,СОДРАТЬ ДЕНЬГИ,V,V N,154042-V,VG
113796,149359,113796-V-149359,ПРИОБРЕСТИ,,3,ПРИОБРЕСТИ,V,,113796-V,V
113796,685634,113796-V-685634,ПРИОБРЕТАТЬ В СОБСТВЕННОСТЬ,ПРИОБРЕТАТЬ,1,ПРИОБРЕТАТЬ В СОБСТВЕННОСТЬ,V,V Prep N,113796-V,VG
113796,149362,113796-V-149362,ПРИОБРЕТАТЬ,,3,ПРИОБРЕТАТЬ,V,,113796-V,V
113796,685633,113796-V-685633,ПРИОБРЕСТИ В СОБСТВЕННОСТЬ,ПРИОБРЕСТИ,1,ПРИОБРЕСТИ В СОБСТВЕННОСТЬ,V,V Prep N,113796-V,VG
117335,711142,117335-V-711142,ДРАЗНИТЬСЯ,,1,ДРАЗНИТЬСЯ,V,,117335-V,V
117335,161886,117335-V-161886,ПОДДРАЗНИВАТЬ,,1,ПОДДРАЗНИВАТЬ,V,,117335-V,V
117335,137252,117335-V-137252,ДРАЗНИТЬ,,2,ДРАЗНИТЬ,V,,117335-V,V
117335,161885,117335-V-161885,ПОДДРАЗНИТЬ,,1,ПОДДРАЗНИТЬ,V,,117335-V,V
117335,700682,117335-V-700682,ПОДРАЗНИТЬ,,2,ПОДРАЗНИТЬ,V,,117335-V,V
116979,138392,116979-V-138392,ЗАРЕЗЕРВИРОВАТЬ,,1,ЗАРЕЗЕРВИРОВАТЬ,V,,116979-V,V
116979,151679,116979-V-151679,РЕЗЕРВИРОВАТЬ,,1,РЕЗЕРВИРОВАТЬ,V,,116979-V,V
7159,115540,7159-V-115540,ПИКЕТИРОВАТЬ,,1,ПИКЕТИРОВАТЬ,V,,7159-V,V
115969,145451,115969-V-145451,ОТКРЫВАТЬ,,3,ОТКРЫВАТЬ,V,,115969-V,V
115969,145458,115969-V-145458,ОТКРЫТЬ,,3,ОТКРЫТЬ,V,,115969-V,V
115969,756990,115969-V-756990,ПООТКРЫВАТЬ,,3,ПООТКРЫВАТЬ,V,,115969-V,V
115969,151195,115969-V-151195,РАСКРЫВАТЬ,,2,РАСКРЫВАТЬ,V,,115969-V,V
115969,151198,115969-V-151198,РАСКРЫТЬ,,2,РАСКРЫТЬ,V,,115969-V,V
118046,143173,118046-V-143173,НАРУШАТЬСЯ,,1,НАРУШАТЬСЯ,V,,118046-V,V
118046,143178,118046-V-143178,НАРУШИТЬСЯ,,1,НАРУШИТЬСЯ,V,,118046-V,V
117129,149536,117129-V-149536,ПРИХЛОПНУТЬ,,1,ПРИХЛОПНУТЬ,V,,117129-V,V
117129,149538,117129-V-149538,ПРИХЛОПЫВАТЬ,,1,ПРИХЛОПЫВАТЬ,V,,117129-V,V
145933,702520,145933-V-702520,ВРЕМЕННО ПЕРЕВЕСТИ НА ДРУГОЙ РАБОТА,ПЕРЕВЕСТИ,1,ВРЕМЕННО ПЕРЕВЕСТИ НА ДРУГУЮ РАБОТУ,V,Adv V Prep Pron N,145933-V,VG
138430,177117,138430-V-177117,ОТКОПАТЬ,,3,ОТКОПАТЬ,V,,138430-V,V
138430,135396,138430-V-135396,ВЫКОПАТЬ,,4,ВЫКОПАТЬ,V,,138430-V,V
138430,177118,138430-V-177118,ОТКАПЫВАТЬ,,3,ОТКАПЫВАТЬ,V,,138430-V,V
138430,145702,138430-V-145702,ОТРЫВАТЬ,,6,ОТРЫВАТЬ,V,,138430-V,V
138430,201956,138430-V-201956,ВЫКАПЫВАТЬ,,4,ВЫКАПЫВАТЬ,V,,138430-V,V
138430,145706,138430-V-145706,ОТРЫТЬ,,4,ОТРЫТЬ,V,,138430-V,V
138430,159485,138430-V-159485,РАСКОПАТЬ,,3,РАСКОПАТЬ,V,,138430-V,V
138430,159486,138430-V-159486,РАСКАПЫВАТЬ,,3,РАСКАПЫВАТЬ,V,,138430-V,V
121196,736153,121196-V-736153,ИЗНОСИТЬСЯ ДО ДЫРА,ИЗНОСИТЬСЯ,1,ИЗНОСИТЬСЯ ДО ДЫР,V,V Prep N,121196-V,VG
121196,176362,121196-V-176362,ПРОДИРАТЬСЯ,,3,ПРОДИРАТЬСЯ,V,,121196-V,V
121196,176361,121196-V-176361,ПРОДРАТЬСЯ,,3,ПРОДРАТЬСЯ,V,,121196-V,V
121196,163724,121196-V-163724,ПРОНАШИВАТЬСЯ,,1,ПРОНАШИВАТЬСЯ,V,,121196-V,V
121196,158683,121196-V-158683,ПРОНОСИТЬСЯ,,5,ПРОНОСИТЬСЯ,V,,121196-V,V
111980,152489,111980-V-152489,СГНИТЬ,,1,СГНИТЬ,V,,111980-V,V
111980,136117,111980-V-136117,ГНИТЬ,,2,ГНИТЬ,V,,111980-V,V
111980,192028,111980-V-192028,СГНИВАТЬ,,1,СГНИВАТЬ,V,,111980-V,V
111980,137847,111980-V-137847,ЗАГНИВАТЬ,,2,ЗАГНИВАТЬ,V,,111980-V,V
111980,137848,111980-V-137848,ЗАГНИТЬ,,2,ЗАГНИТЬ,V,,111980-V,V
111980,155072,111980-V-155072,ТЛЕТЬ,,2,ТЛЕТЬ,V,,111980-V,V
111980,746807,111980-V-746807,ПОЛУГНИТЬ,,1,ПОЛУГНИТЬ,V,,111980-V,V
10232,178929,10232-V-178929,ПОХОЛОДАТЬ,,1,ПОХОЛОДАТЬ,V,,10232-V,V
10232,178928,10232-V-178928,ХОЛОДАТЬ,,1,ХОЛОДАТЬ,V,,10232-V,V
10232,178930,10232-V-178930,ХОЛОДНЕТЬ,,1,ХОЛОДНЕТЬ,V,,10232-V,V
10232,699580,10232-V-699580,ТЕМПЕРАТУРА ВОЗДУХ ПОНИЗИТЬСЯ,ПОНИЗИТЬСЯ,1,ТЕМПЕРАТУРА ВОЗДУХА ПОНИЗИЛАСЬ,V,N N V,10232-V,VG
130250,180571,130250-V-180571,ВСТУПАТЬ,,4,ВСТУПАТЬ,V,,130250-V,V
130250,180570,130250-V-180570,ВСТУПИТЬ,,4,ВСТУПИТЬ,V,,130250-V,V
116166,135413,116166-V-135413,ВЫКРУТИТЬ,,2,ВЫКРУТИТЬ,V,,116166-V,V
116166,135417,116166-V-135417,ВЫКРУЧИВАТЬ,,2,ВЫКРУЧИВАТЬ,V,,116166-V,V
137795,138515,137795-V-138515,ЗАСЫПАТЬ,,7,ЗАСЫПАТЬ,V,,137795-V,V
126265,735312,126265-V-735312,БИТЬ КУЛАК,БИТЬ,1,БИТЬ КУЛАКОМ,V,V N,126265-V,VG
126265,714183,126265-V-714183,УДАРИТЬ КУЛАК,УДАРИТЬ,1,УДАРИТЬ КУЛАКОМ,V,V N,126265-V,VG
